sex,age_group,state_of_residence,area_type,fp2030_policy_awarenes,barriers_final
Female,Above 45,Ebonyi,Urban,Yes,Lack of access to the FP2030 policy
Female,Above 45,Ebonyi,Urban,Yes,
Female,Above 45,Ebonyi,Urban,Yes,Lack of awareness
Female,Above 45,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Female,Above 45,Ebonyi,Urban,Yes,Inadequate funding
Female,Above 45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,Above 45,Ebonyi,Urban,Yes,Weak political will
Female,Above 45,Ebonyi,Urban,Yes,
Female,Above 45,Ebonyi,Urban,Yes,Lack of awareness
Female,Above 45,Ebonyi,Urban,Yes,Inadequate funding
Female,Above 45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,Above 45,Ebonyi,Urban,Yes,Weak political will
Female,Above 45,Ebonyi,Urban,Yes,
Female,Above 45,Ebonyi,Urban,Yes,Lack of awareness
Female,Above 45,Ebonyi,Urban,Yes,Inadequate funding
Female,Above 45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,Above 45,Ebonyi,Urban,Yes,Weak political will
Female,Above 45,Ebonyi,Urban,Yes,
Female,Above 45,Ebonyi,Urban,Yes,Lack of awareness
Female,Above 45,Ebonyi,Urban,Yes,Inadequate funding
Female,Above 45,Ebonyi,Urban,Yes,Weak political will
Female,Above 45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,Above 45,Ebonyi,Urban,Yes,
Female,Above 45,Ebonyi,Urban,Yes,Lack of awareness
Female,Above 45,Ebonyi,Urban,Yes,Inadequate funding
Female,Above 45,Ebonyi,Urban,Yes,Weak political will
Female,Above 45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,Above 45,Ebonyi,Urban,Yes,
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Rural,No,No idea
Female,Above 45,Enugu,Urban,No,No idea
Female,Above 45,Enugu,Urban,No,No idea
Female,Above 45,Enugu,Urban,No,No idea
Female,Above 45,Enugu,Urban,No,No idea
Female,Above 45,Enugu,Urban,No,No idea
Female,Above 45,Enugu,Urban,No,No idea
Female,Above 45,Enugu,Urban,No,No idea
Female,Above 45,Enugu,Urban,Yes,Lack of awareness
Female,Above 45,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Female,Above 45,Enugu,Urban,Yes,Inadequate funding
Female,Above 45,Enugu,Urban,Yes,
Female,Above 45,Enugu,Urban,Yes,Lack of awareness
Female,Above 45,Enugu,Urban,Yes,
Female,Above 45,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Female,Above 45,Enugu,Urban,Yes,Lack of awareness
Female,Above 45,Enugu,Urban,Yes,
Female,Above 45,Enugu,Urban,Yes,Lack of awareness
Female,Above 45,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Female,Above 45,Enugu,Urban,Yes,
Female,Above 45,Enugu,Urban,Yes,Lack of awareness
Female,Above 45,Enugu,Urban,Yes,Inadequate funding
Female,Above 45,Enugu,Urban,Yes,
Female,Above 45,Enugu,Urban,Yes,Lack of awareness
Female,Above 45,Enugu,Urban,Yes,Limited healthcare infrastructure
Female,Above 45,Enugu,Urban,Yes,
Female,Above 45,Enugu,Urban,Yes,Lack of awareness
Female,Above 45,Enugu,Urban,Yes,
Female,Above 45,Enugu,Urban,Yes,Lack of awareness
Female,Above 45,Enugu,Urban,Yes,
Female,Above 45,Enugu,Urban,Yes,Lack of awareness
Female,Above 45,Enugu,Urban,Yes,
Female,Above 45,Gombe,Rural,No,No idea
Female,Above 45,Gombe,Rural,No,No idea
Female,Above 45,Gombe,Rural,No,No idea
Female,Above 45,Gombe,Rural,No,No idea
Female,Above 45,Gombe,Rural,No,No idea
Female,Above 45,Gombe,Rural,No,No idea
Female,Above 45,Gombe,Rural,Yes,Lack of awareness
Female,Above 45,Gombe,Rural,Yes,Inadequate funding
Female,Above 45,Gombe,Rural,Yes,Limited healthcare infrastructure
Female,Above 45,Gombe,Rural,Yes,Weak political will
Female,Above 45,Gombe,Rural,Yes,Resistance from traditional/religious leaders
Female,Above 45,Gombe,Rural,Yes,
Female,Above 45,Gombe,Rural,Yes,Lack of awareness
Female,Above 45,Gombe,Rural,Yes,
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,No,No idea
Female,Above 45,Gombe,Urban,Yes,Weak political will
Female,Above 45,Gombe,Urban,Yes,Limited healthcare infrastructure
Female,Above 45,Gombe,Urban,Yes,Inadequate funding
Female,Above 45,Gombe,Urban,Yes,Resistance from traditional/religious leaders
Female,Above 45,Gombe,Urban,Yes,Lack of awareness
Female,Above 45,Gombe,Urban,Yes,No idea
Female,Above 45,Gombe,Urban,Yes,
Female,Above 45,Gombe,Urban,Yes,Lack of awareness
Female,Above 45,Gombe,Urban,Yes,Resistance from traditional/religious leaders
Female,Above 45,Gombe,Urban,Yes,Inadequate funding
Female,Above 45,Gombe,Urban,Yes,Weak political will
Female,Above 45,Gombe,Urban,Yes,
Female,Above 45,Taraba,Rural,Yes,Lack of awareness
Female,Above 45,Taraba,Rural,Yes,
Female,Above 45,Taraba,Urban,No,No idea
Female,Above 45,Taraba,Urban,No,No idea
Female,Above 45,Taraba,Urban,No,No idea
Female,Above 45,Taraba,Urban,Yes,Inadequate funding
Female,Above 45,Taraba,Urban,Yes,Limited healthcare infrastructure
Female,Above 45,Taraba,Urban,Yes,Weak political will
Female,Above 45,Taraba,Urban,Yes,
Female,Above 45,Taraba,Urban,Yes,Lack of awareness
Female,Above 45,Taraba,Urban,Yes,
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,No,No idea
Male,18-24,Abia,Rural,Yes,Lack of awareness
Male,18-24,Abia,Rural,Yes,Resistance from traditional/religious leaders
Male,18-24,Abia,Rural,Yes,Inadequate funding
Male,18-24,Abia,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Abia,Rural,Yes,Weak political will
Male,18-24,Abia,Rural,Yes,
Male,18-24,Abia,Rural,Yes,Lack of awareness
Male,18-24,Abia,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Abia,Rural,Yes,Weak political will
Male,18-24,Abia,Rural,Yes,Inadequate funding
Male,18-24,Abia,Rural,Yes,
Male,18-24,Abia,Rural,Yes,Lack of awareness
Male,18-24,Abia,Rural,Yes,Resistance from traditional/religious leaders
Male,18-24,Abia,Rural,Yes,Inadequate funding
Male,18-24,Abia,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Abia,Rural,Yes,Weak political will
Male,18-24,Abia,Rural,Yes,
Male,18-24,Abia,Rural,Yes,Lack of awareness
Male,18-24,Abia,Rural,Yes,Resistance from traditional/religious leaders
Male,18-24,Abia,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Abia,Rural,Yes,Weak political will
Male,18-24,Abia,Rural,Yes,
Male,18-24,Abia,Rural,Yes,Lack of awareness
Male,18-24,Abia,Rural,Yes,Inadequate funding
Male,18-24,Abia,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Abia,Rural,Yes,Weak political will
Male,18-24,Abia,Rural,Yes,Resistance from traditional/religious leaders
Male,18-24,Abia,Rural,Yes,
Male,18-24,Abia,Rural,Yes,Lack of awareness
Male,18-24,Abia,Rural,Yes,
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,No,No idea
Male,18-24,Abia,Urban,Yes,Lack of awareness
Male,18-24,Abia,Urban,Yes,Weak political will
Male,18-24,Abia,Urban,Yes,
Male,18-24,Abia,Urban,Yes,No idea
Male,18-24,Abia,Urban,Yes,
Male,18-24,Abia,Urban,Yes,Lack of awareness
Male,18-24,Abia,Urban,Yes,Resistance from traditional/religious leaders
Male,18-24,Abia,Urban,Yes,Inadequate funding
Male,18-24,Abia,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Abia,Urban,Yes,No idea
Male,18-24,Abia,Urban,Yes,Weak political will
Male,18-24,Abia,Urban,Yes,
Male,18-24,Abia,Urban,Yes,Lack of awareness
Male,18-24,Abia,Urban,Yes,Weak political will
Male,18-24,Abia,Urban,Yes,
Male,18-24,Abia,Urban,Yes,Lack of awareness
Male,18-24,Abia,Urban,Yes,
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,No,No idea
Male,18-24,Bauchi,Rural,Yes,Lack of awareness
Male,18-24,Bauchi,Rural,Yes,
Male,18-24,Bauchi,Rural,Yes,Lack of awareness
Male,18-24,Bauchi,Rural,Yes,Inadequate funding
Male,18-24,Bauchi,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Bauchi,Rural,Yes,Weak political will
Male,18-24,Bauchi,Rural,Yes,
Male,18-24,Bauchi,Rural,Yes,Lack of awareness
Male,18-24,Bauchi,Rural,Yes,
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,No,No idea
Male,18-24,Bauchi,Urban,Yes,No idea
Male,18-24,Bauchi,Urban,Yes,Lack of awareness
Male,18-24,Bauchi,Urban,Yes,Resistance from traditional/religious leaders
Male,18-24,Bauchi,Urban,Yes,Inadequate funding
Male,18-24,Bauchi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Bauchi,Urban,Yes,Weak political will
Male,18-24,Bauchi,Urban,Yes,
Male,18-24,Bauchi,Urban,Yes,No idea
Male,18-24,Bauchi,Urban,Yes,Lack of awareness
Male,18-24,Bauchi,Urban,Yes,Resistance from traditional/religious leaders
Male,18-24,Bauchi,Urban,Yes,Inadequate funding
Male,18-24,Bauchi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Bauchi,Urban,Yes,Weak political will
Male,18-24,Bauchi,Urban,Yes,
Male,18-24,Bauchi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Bauchi,Urban,Yes,Weak political will
Male,18-24,Bauchi,Urban,Yes,
Male,18-24,Bauchi,Urban,Yes,Lack of awareness
Male,18-24,Bauchi,Urban,Yes,Inadequate funding
Male,18-24,Bauchi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Bauchi,Urban,Yes,Weak political will
Male,18-24,Bauchi,Urban,Yes,
Male,18-24,Bauchi,Urban,Yes,Lack of awareness
Male,18-24,Bauchi,Urban,Yes,
Male,18-24,Bauchi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Bauchi,Urban,Yes,
Male,18-24,Bauchi,Urban,Yes,Resistance from traditional/religious leaders
Male,18-24,Bauchi,Urban,Yes,Inadequate funding
Male,18-24,Bauchi,Urban,Yes,Weak political will
Male,18-24,Bauchi,Urban,Yes,
Male,18-24,Bauchi,Urban,Yes,Lack of awareness
Male,18-24,Bauchi,Urban,Yes,
Male,18-24,Bauchi,Urban,Yes,Lack of awareness
Male,18-24,Bauchi,Urban,Yes,
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,No,No idea
Male,18-24,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,18-24,Ebonyi,Rural,Yes,Inadequate funding
Male,18-24,Ebonyi,Rural,Yes,
Male,18-24,Ebonyi,Rural,Yes,Lack of awareness
Male,18-24,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,18-24,Ebonyi,Rural,Yes,Inadequate funding
Male,18-24,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Rural,Yes,Weak political will
Male,18-24,Ebonyi,Rural,Yes,
Male,18-24,Ebonyi,Rural,Yes,No idea
Male,18-24,Ebonyi,Rural,Yes,Lack of awareness
Male,18-24,Ebonyi,Rural,Yes,Weak political will
Male,18-24,Ebonyi,Rural,Yes,
Male,18-24,Ebonyi,Rural,Yes,Lack of awareness
Male,18-24,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,18-24,Ebonyi,Rural,Yes,Inadequate funding
Male,18-24,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Rural,Yes,Weak political will
Male,18-24,Ebonyi,Rural,Yes,
Male,18-24,Ebonyi,Rural,Yes,Lack of awareness
Male,18-24,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,18-24,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Rural,Yes,Inadequate funding
Male,18-24,Ebonyi,Rural,Yes,Weak political will
Male,18-24,Ebonyi,Rural,Yes,
Male,18-24,Ebonyi,Rural,Yes,Inadequate funding
Male,18-24,Ebonyi,Rural,Yes,
Male,18-24,Ebonyi,Rural,Yes,Inadequate funding
Male,18-24,Ebonyi,Rural,Yes,
Male,18-24,Ebonyi,Rural,Yes,Lack of awareness
Male,18-24,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,18-24,Ebonyi,Rural,Yes,Inadequate funding
Male,18-24,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Rural,Yes,Weak political will
Male,18-24,Ebonyi,Rural,Yes,
Male,18-24,Ebonyi,Rural,Yes,Inadequate funding
Male,18-24,Ebonyi,Rural,Yes,Lack of awareness
Male,18-24,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Rural,Yes,
Male,18-24,Ebonyi,Rural,Yes,Lack of awareness
Male,18-24,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,18-24,Ebonyi,Rural,Yes,Inadequate funding
Male,18-24,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Rural,Yes,Weak political will
Male,18-24,Ebonyi,Rural,Yes,
Male,18-24,Ebonyi,Urban,No,No idea
Male,18-24,Ebonyi,Urban,No,No idea
Male,18-24,Ebonyi,Urban,No,No idea
Male,18-24,Ebonyi,Urban,No,No idea
Male,18-24,Ebonyi,Urban,Yes,Lack of awareness
Male,18-24,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Male,18-24,Ebonyi,Urban,Yes,Inadequate funding
Male,18-24,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Urban,Yes,Weak political will
Male,18-24,Ebonyi,Urban,Yes,
Male,18-24,Ebonyi,Urban,Yes,Lack of awareness
Male,18-24,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Male,18-24,Ebonyi,Urban,Yes,Inadequate funding
Male,18-24,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Urban,Yes,Weak political will
Male,18-24,Ebonyi,Urban,Yes,
Male,18-24,Ebonyi,Urban,Yes,Lack of awareness
Male,18-24,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Urban,Yes,Weak political will
Male,18-24,Ebonyi,Urban,Yes,Inadequate funding
Male,18-24,Ebonyi,Urban,Yes,
Male,18-24,Ebonyi,Urban,Yes,Lack of awareness
Male,18-24,Ebonyi,Urban,Yes,Inadequate funding
Male,18-24,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Urban,Yes,Weak political will
Male,18-24,Ebonyi,Urban,Yes,
Male,18-24,Ebonyi,Urban,Yes,Lack of awareness
Male,18-24,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Male,18-24,Ebonyi,Urban,Yes,Inadequate funding
Male,18-24,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Urban,Yes,Weak political will
Male,18-24,Ebonyi,Urban,Yes,
Male,18-24,Ebonyi,Urban,Yes,Lack of awareness
Male,18-24,Ebonyi,Urban,Yes,Inadequate funding
Male,18-24,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,18-24,Ebonyi,Urban,Yes,Weak political will
Male,18-24,Ebonyi,Urban,Yes,
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,No,No idea
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Rural,Yes,Lack of awareness
Male,18-24,Enugu,Rural,Yes,
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,No,No idea
Male,18-24,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Enugu,Urban,Yes,Lack of awareness
Male,18-24,Enugu,Urban,Yes,
Male,18-24,Gombe,Rural,No,No idea
Male,18-24,Gombe,Rural,No,No idea
